"gene_id","Breast_n3"
"ENSG00000000003",4.15806125841926
"ENSG00000000005",5.04267430271099
"ENSG00000000419",4.23385849767472
"ENSG00000000457",0.708552789620302
"ENSG00000000460",0.407228509972608
"ENSG00000000938",1.07035779446001
"ENSG00000000971",9.72200804061809
"ENSG00000001036",3.9924894404318
"ENSG00000001084",3.30373982153293
"ENSG00000001167",1.06865662790558
"ENSG00000001460",0.304389642622955
"ENSG00000001461",2.92203589619393
"ENSG00000001497",1.75440928721172
"ENSG00000001561",1.76677667979683
"ENSG00000001617",0.684246991892245
"ENSG00000001626",0.005435868813558
"ENSG00000001629",3.23482535163868
"ENSG00000001630",0.258953563471795
"ENSG00000001631",2.32609266875447
"ENSG00000002016",0.821654338151407
"ENSG00000002079",0.004431783428391
"ENSG00000002330",3.95361610547728
"ENSG00000002549",6.87526415167474
"ENSG00000002586",15.9453927141374
"ENSG00000002587",0.085971897548997
"ENSG00000002726",0.032633716216949
"ENSG00000002745",0
"ENSG00000002746",0.018220577695621
"ENSG00000002822",1.42470318262105
"ENSG00000002834",5.75134381849849
"ENSG00000002919",0.909442912134846
"ENSG00000002933",2.95339335591385
"ENSG00000003056",4.98815808181847
"ENSG00000003096",0.885470833471079
"ENSG00000003137",0.599678928421179
"ENSG00000003147",2.19569337931557
"ENSG00000003249",0.188555822729065
"ENSG00000003393",1.28526636177521
"ENSG00000003400",1.01946789483128
"ENSG00000003402",5.07711184303184
"ENSG00000003436",21.0720222561421
"ENSG00000003509",1.31456925547609
"ENSG00000003756",9.15894292257341
"ENSG00000003987",0.012111671206852
"ENSG00000003989",7.30931392406236
"ENSG00000004059",4.09001310413476
"ENSG00000004139",0.233268435663149
"ENSG00000004142",4.08612197722268
"ENSG00000004399",4.48090650166556
"ENSG00000004455",4.51529943236181
"ENSG00000004468",0.362070172224568
"ENSG00000004478",1.36060257469628
"ENSG00000004487",3.16224724600712
"ENSG00000004534",5.4339927172422
"ENSG00000004660",0.473151588812429
"ENSG00000004700",4.97789686601609
"ENSG00000004766",2.02994537770778
"ENSG00000004776",2.09835744180289
"ENSG00000004777",0.089593031870921
"ENSG00000004779",6.84227771471125
"ENSG00000004799",41.4484966538069
"ENSG00000004809",0.020122877679701
"ENSG00000004838",0.043742500057689
"ENSG00000004846",2.2826464443584
"ENSG00000004848",0.006935418831092
"ENSG00000004864",1.30700392376903
"ENSG00000004866",1.24317923813097
"ENSG00000004897",5.09654937687204
"ENSG00000004939",0.05771474627265
"ENSG00000004948",0.275136453696138
"ENSG00000004961",1.7013656894177
"ENSG00000004975",1.33053342805714
"ENSG00000005001",0.096191243787751
"ENSG00000005007",2.25442482269036
"ENSG00000005020",3.00797381514849
"ENSG00000005022",8.15796076739922
"ENSG00000005059",1.24264679474704
"ENSG00000005073",0.069469123293727
"ENSG00000005075",4.27849090153612
"ENSG00000005100",0.567109667932383
"ENSG00000005102",1.98821324530228
"ENSG00000005108",0.478052844302563
"ENSG00000005156",0.630567235919433
"ENSG00000005175",1.91990146356113
"ENSG00000005187",0.199279987571585
"ENSG00000005189",0.328650315332074
"ENSG00000005194",1.53023180408054
"ENSG00000005206",1.4992529355975
"ENSG00000005238",0.923359471669098
"ENSG00000005243",5.73825282071982
"ENSG00000005249",25.7222444378214
"ENSG00000005302",2.04637384028906
"ENSG00000005339",1.56995682814816
"ENSG00000005379",0.294808349016161
"ENSG00000005381",0.004144362048926
"ENSG00000005421",0.015562006615134
"ENSG00000005436",1.05042665045181
"ENSG00000005448",0.367760190629157
"ENSG00000005469",0.779980883662535
"ENSG00000005471",0.184420150058912
"ENSG00000005483",3.06701483525534
"ENSG00000005486",1.76081335193895
"ENSG00000005513",0.082801523706987
"ENSG00000005700",3.32465676163464
"ENSG00000005801",0.989089869534326
"ENSG00000005810",5.65823523127796
"ENSG00000005812",5.23689550226964
"ENSG00000005844",0.367594596821463
"ENSG00000005882",1.21362548264492
"ENSG00000005884",1.36685027339441
"ENSG00000005889",3.18269565986792
"ENSG00000005893",12.8028578168652
"ENSG00000005961",0.102513861358621
"ENSG00000005981",0.027799773073737
"ENSG00000006007",4.84524288449172
"ENSG00000006015",4.48050509283302
"ENSG00000006016",0.271741612427874
"ENSG00000006025",0.275250034062266
"ENSG00000006042",0.781271464396553
"ENSG00000006047",0.449967535354883
"ENSG00000006059",0.005185309235433
"ENSG00000006062",0.430133302554045
"ENSG00000006071",0.038066670011867
"ENSG00000006116",0
"ENSG00000006118",0.234839312419749
"ENSG00000006125",3.27921594266929
"ENSG00000006128",0.123908688223344
"ENSG00000006194",1.06447549150301
"ENSG00000006210",1.45026129309289
"ENSG00000006282",3.1933214536496
"ENSG00000006283",0.058029087731495
"ENSG00000006327",1.34807961774844
"ENSG00000006377",0.005768966381012
"ENSG00000006432",0.054729946720861
"ENSG00000006451",2.50251139838212
"ENSG00000006453",0.274097055815372
"ENSG00000006459",1.88383876209227
"ENSG00000006468",0.257553985931251
"ENSG00000006530",1.08744037980976
"ENSG00000006534",0.721824786293047
"ENSG00000006555",0.201314852257611
"ENSG00000006576",1.2065101514002
"ENSG00000006606",0.085457456927315
"ENSG00000006607",2.03701213702116
"ENSG00000006611",0.020575894928912
"ENSG00000006625",1.42509508225838
"ENSG00000006634",0.299759193165392
"ENSG00000006638",0.089175375718778
"ENSG00000006652",6.61897178010999
"ENSG00000006659",0
"ENSG00000006695",0.641487523557318
"ENSG00000006704",0.386519818393248
"ENSG00000006712",1.89541752013348
"ENSG00000006715",2.9513713798738
"ENSG00000006740",0.312096327820266
"ENSG00000006744",2.51125654956509
"ENSG00000006747",0.45746912555688
"ENSG00000006756",1.90260264756645
"ENSG00000006757",0.954651642655487
"ENSG00000006788",0.003393554413648
"ENSG00000006831",6.75305709504427
"ENSG00000006837",0.122272384049521
"ENSG00000007001",0.008981320461914
"ENSG00000007038",0.036368196281396
"ENSG00000007047",0.559943404501247
"ENSG00000007062",1.42510821893041
"ENSG00000007080",1.78256116344957
"ENSG00000007129",0.139241870378072
"ENSG00000007168",6.4278852717262
"ENSG00000007171",0.039992744163382
"ENSG00000007174",0.020375866127981
"ENSG00000007202",5.03735057451356
"ENSG00000007216",0.130333967592369
"ENSG00000007237",5.80209601572296
"ENSG00000007255",1.22941799944995
"ENSG00000007264",0.392484652582754
"ENSG00000007306",0.005343957988208
"ENSG00000007312",0.189183728874721
"ENSG00000007314",0.273813116393122
"ENSG00000007341",0.781490489218382
"ENSG00000007350",0.010098434113891
"ENSG00000007372",0.024731051034391
"ENSG00000007376",0.613185686374002
"ENSG00000007384",0.964111834171239
"ENSG00000007392",4.95868469579204
"ENSG00000007402",0.020775741969394
"ENSG00000007516",0.142986412506654
"ENSG00000007520",3.83100874409645
"ENSG00000007541",0.624937970491502
"ENSG00000007545",4.59123454064358
"ENSG00000007866",0.625728898982942
"ENSG00000007908",0.100171053249695
"ENSG00000007923",1.56512933329064
"ENSG00000007933",1.98668710340841
"ENSG00000007944",9.37368885439075
"ENSG00000007952",0
"ENSG00000007968",0.015363879216099
"ENSG00000008018",20.7322385742969
"ENSG00000008056",0.030537045451289
"ENSG00000008083",0.985687788006671
"ENSG00000008086",1.44168024270281
"ENSG00000008118",0.010938930072278
"ENSG00000008128",0.468425277046741
"ENSG00000008130",3.354164087791
"ENSG00000008196",0.126620107587413
"ENSG00000008197",0.003897355150531
"ENSG00000008226",0.363596578098947
"ENSG00000008256",2.3966009844696
"ENSG00000008277",1.9818759550479
"ENSG00000008282",5.04439399529651
"ENSG00000008283",1.64877251789247
"ENSG00000008294",5.30925818773104
"ENSG00000008300",0.032959329345937
"ENSG00000008311",2.19371859692076
"ENSG00000008323",1.11430757070564
"ENSG00000008324",1.35686515559716
"ENSG00000008382",0.567682986649637
"ENSG00000008394",42.4561430143246
"ENSG00000008405",1.27073540156854
"ENSG00000008438",0
"ENSG00000008441",12.8559645329858
"ENSG00000008513",1.47238282409772
"ENSG00000008516",0.031837564605822
"ENSG00000008517",2.27320548585024
"ENSG00000008710",2.32997309236422
"ENSG00000008735",0.088653550596903
"ENSG00000008838",1.56271074508006
"ENSG00000008853",0.342777435361274
"ENSG00000008869",2.41135539156839
"ENSG00000008952",4.63975990474996
"ENSG00000008988",164.92761391518
"ENSG00000009307",41.7212847059645
"ENSG00000009335",4.58586119274167
"ENSG00000009413",3.0433182077109
"ENSG00000009694",0.249075707403691
"ENSG00000009709",0
"ENSG00000009724",0.008200818560158
"ENSG00000009765",0.00303866124361
"ENSG00000009780",1.48860517690251
"ENSG00000009790",0.408488691610784
"ENSG00000009830",0.541365508806693
"ENSG00000009844",0.774339512491391
"ENSG00000009950",1.61197764198497
"ENSG00000009954",3.64598343294086
"ENSG00000010017",3.1076383145485
"ENSG00000010030",0.062974004486896
"ENSG00000010072",0.80305661251737
"ENSG00000010165",1.07986916044941
"ENSG00000010219",0.381972105760589
"ENSG00000010244",2.69652554899137
"ENSG00000010256",6.65739012912766
"ENSG00000010270",2.37842502964197
"ENSG00000010278",12.4854743099387
