,x,y,frel
0,ENSG00000199266,ENSG00000274309,0.4935263197975
1,ENSG00000199266,ENSG00000222937,0.3691811773215
2,ENSG00000199266,ENSG00000212273,0.34273521571050003
3,ENSG00000199266,trna.id.17.86400,0.311447811448
4,ENSG00000199266,ENSG00000199293,0.28220457253950004
5,cluster_521,ENSG00000199266,0.241220735786
6,ENSG00000199266,ENSG00000200816,0.2061398985825
7,ENSG00000199266,ENSG00000200877,0.177796682263
8,ENSG00000199266,ENSG00000212421,0.1389160751765
9,ENSG00000199266,ENSG00000201129,0.10025830788580001
10,ENSG00000199266,ENSG00000201184,0.068731438269
11,ENSG00000101665,ENSG00000199266,0.0669755686605
12,ENSG00000199266,ENSG00000221102,0.047716634672149996
13,ENSG00000199266,ENSG00000249020,0.028395998202399998
14,ENSG00000199266,ENSG00000200394,0.03366329388395
15,cluster_686,ENSG00000199266,0.0223628691983
16,ENSG00000199266,trna.id.17.26933,0.0210614995788
17,ENSG00000172005,ENSG00000199266,0.0189873417722
18,ENSG00000199266,trna.id.2.86711,0.016
19,ENSG00000199266,ENSG00000209482,0.01360191584215
20,cluster_32,ENSG00000199266,0.0121338912134
21,ENSG00000199266,ENSG00000207116,0.00965575146935
22,ENSG00000199266,ENSG00000212158,0.004416189338315
23,ENSG00000199266,ENSG00000202468,0.00171526586621
24,ENSG00000199266,ENSG00000200418,0.000850701829009
25,ENSG00000199266,ENSG00000248092,0.000848176420696
26,ENSG00000199266,ENSG00000199303,0.00084388185654
27,ENSG00000199266,ENSG00000199550,0.00084388185654
28,ENSG00000199293,ENSG00000206612,1.0
29,ENSG00000199293,ENSG00000201129,0.819847217823
30,ENSG00000199293,ENSG00000261175,0.683879093199
31,ENSG00000199293,ENSG00000249020,0.552342972346
32,ENSG00000199293,ENSG00000200394,0.400920140656
33,ENSG00000199293,ENSG00000221491,0.3465741908365
34,ENSG00000109321,ENSG00000199293,0.225309961522
35,ENSG00000199293,ENSG00000275143,0.1942155190945
36,ENSG00000199293,ENSG00000201998,0.1786724955565
37,ENSG00000199293,ENSG00000252947,0.13647713782799997
38,ENSG00000199293,ENSG00000253051,0.1356094730745
39,ENSG00000199293,ENSG00000201640,0.114601018676
40,ENSG00000199293,ENSG00000201184,0.109848484848
41,ENSG00000007062,ENSG00000199293,0.0936581268375
42,ENSG00000164346,ENSG00000199293,0.0932819854514
43,ENSG00000199293,ENSG00000200418,0.0645780257201
44,ENSG00000199293,ENSG00000281910,0.0667511618082
45,ENSG00000199293,ENSG00000221102,0.0498656366134
46,ENSG00000199293,ENSG00000206897,0.05275776776215
47,ENSG00000199293,ENSG00000206755,0.0436622143573
48,ENSG00000199293,ENSG00000222937,0.0373045732692
49,ENSG00000199293,ENSG00000264346,0.0279459300301
50,ENSG00000199293,ENSG00000222974,0.021528070916
51,ENSG00000199293,ENSG00000281394,0.0202105263158
52,ENSG00000199293,ENSG00000238835,0.0194449378949
53,ENSG00000199293,ENSG00000206693,0.01800661550035
54,ENSG00000199293,ENSG00000251733,0.014080668076315
55,ENSG00000199293,ENSG00000249784,0.015802355467199998
56,ENSG00000199293,ENSG00000283691,0.0156646909399
57,ENSG00000199293,ENSG00000224505,0.0152027027027
58,ENSG00000199293,ENSG00000231817,0.0106428267348
59,cluster_428,ENSG00000199293,0.00894378194208
60,ENSG00000199293,ENSG00000222931,0.0082850041425
61,ENSG00000199293,ENSG00000252906,0.006099876274590001
62,cluster_1141,ENSG00000199293,0.00645438898451
63,ENSG00000199293,trna.id.14.33607,0.00471698113208
64,ENSG00000199293,ENSG00000211950,0.00466694951209
65,ENSG00000169515,ENSG00000199293,0.00464723278411
66,cluster_32,ENSG00000199293,0.00423908435778
67,ENSG00000199293,ENSG00000207062,0.003152713518385
68,ENSG00000054654,ENSG00000199293,0.00249791840133
69,ENSG00000199293,ENSG00000274309,0.00211059518784
70,ENSG00000199293,ENSG00000251898,0.0012684989429175
71,ENSG00000199293,ENSG00000207051,0.00166389351082
72,ENSG00000199293,ENSG00000212588,0.00125156445557
73,cluster_852,ENSG00000199293,0.000850340136054
74,ENSG00000199293,ENSG00000239183,0.0010496498694425
75,ENSG00000199293,ENSG00000199785,0.00084388185654
76,ENSG00000070731,ENSG00000199293,0.000841750841751
77,ENSG00000199293,ENSG00000201302,0.001898032140708
78,cluster_686,ENSG00000199293,0.00083857442348
79,ENSG00000199311,ENSG00000200593,0.9813225134445
80,ENSG00000199311,ENSG00000199489,0.93796707037
81,ENSG00000070808,ENSG00000199311,0.82005033557
82,ENSG00000199311,ENSG00000201943,0.5341915208815
83,ENSG00000199311,ENSG00000199970,0.42597394897249996
